readlen	start	end	fl	stranded	orig_strand	orig_adapter_config	adapter_config	lab	read_id
170	35	205	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	002caafe-c89f-49ff-a2a8-03f3ec00d37c_0
160	33	193	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0052b8e1-b38e-4178-aaf7-a8d4d1e289ee_0
1581	34	1615	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	007cab69-7c03-4df1-a20a-c1e16e3eb181_0
115	39	154	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	00dc1aa4-c5a1-45bf-82ec-e955a5fe98ce_0
1052	33	1085	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	01270396-a0a5-4caa-a51c-47316202e98e_0
587	39	626	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	012c49a5-236d-4d6a-89d7-3bd812d2271e_0
141	33	174	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	01799ec2-c6a2-4b02-a4de-077b33d950cc_0
150	36	186	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	017ad651-28af-461d-ab1b-046ba1ed99bf_0
556	10	566	False	True	-	adapter2_r	adapter2_f	single_adapter2	01bde7fc-1a24-49e8-84b0-cb52664015bf_0
105	41	146	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	01c9f82a-2383-4d5a-b3c9-50a59729cec6_0
113	10	123	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	01ec05b1-56ae-435d-b538-f0ed78b3764a_0
167	36	203	False	True	-	adapter2_r	adapter2_f	single_adapter2	022c405f-ff91-436f-876b-377c67110130_0
678	39	717	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	026a8fed-21d8-4d35-a825-7388f2ea95db_0
1275	34	1309	False	True	+	adapter1_f	adapter1_f	single_adapter1	031e374b-903c-4634-9047-b14dab9f7b9e_0
617	34	651	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0342f771-89e3-4aed-a9bb-867a98161617_0
924	37	961	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	03471480-7d76-4ac9-a223-265700798dce_0
249	33	282	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	03833406-1d26-447e-905f-b66704c2b770_0
933	13	946	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0397b7b0-5aa6-42f0-940d-040d5cac6dae_0
446	37	483	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	03c7ce3f-ebb3-48c3-92ed-c064f2e4c6fa_0
206	65	271	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	040bc230-73c1-43d4-9ac1-20c3379c5e0d_0
97	34	131	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	041322c0-be5d-44ed-a486-23ab94a88ca5_0
387	44	431	False	True	-	adapter2_r	adapter2_f	single_adapter2	0458dd12-611b-46a5-8fce-17a11b84687a_0
91	33	124	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	04cfde71-1c77-40c2-b985-d66a42081349_0
217	33	250	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	051dcdf3-42ff-4b47-b79f-aa29031bc248_0
524	37	561	False	True	+	adapter1_f	adapter1_f	single_adapter1	058b1e8c-5899-4ade-8f63-12fe74ca40dd_0
935	40	975	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	058e7a6a-43f9-44ab-9942-539ac97580cf_0
200	35	235	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	059c1f5b-7a8d-4f54-a8aa-170e94e2fc93_0
101	35	136	False	True	-	adapter2_r	adapter2_f	single_adapter2	06309815-5ca3-4ab1-8ef2-69b61975575b_0
120	33	153	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	06487375-2a99-4358-be16-527fae76dd91_0
120	32	152	True	True	-	adapter2_r-adapter1_r-adapter2_f	adapter1_f-adapter2_f	full_len	06eb1703-60e0-426d-af6f-9299ad79ce86_0
606	36	642	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	074058f3-f4f0-40b1-8a9b-e77ccce2b343_0
128	40	168	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0741f597-d31d-4787-a8f0-4be32b982718_0
116	33	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	07b17d34-07dd-416d-9954-4b0eafffad61_0
268	35	303	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	07b4df67-35f1-452a-8f71-11abdae3f19a_0
775	1	776	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	08223a2f-a2d1-4f40-9531-60dcc5de61d5_0
107	25	132	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	087b1b65-852d-454f-b706-91761b1c41e9_0
519	27	546	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	09413f0c-ae6e-464b-bf59-d9fb4ff310b5_0
139	24	163	True	True	-	adapter2_r-adapter1_r-adapter1_f	adapter1_f-adapter2_f	full_len	09503e79-677e-4ca5-86bb-07b3de4964a2_0
113	0	113	False	True	-	adapter1_r	adapter1_f	single_adapter1	0974deaf-6290-4f2c-b25a-fc6d5b5250d0_0
361	879	1240	True	True	+	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	098ba5da-1300-4804-922c-7febd9751827_0
786	42	828	True	True	-	adapter2_r-adapter1_r-adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	098ba5da-1300-4804-922c-7febd9751827_1
116	33	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	09b47296-ee10-42a7-9c93-ae511087b5f1_0
88	36	124	False	True	+	adapter1_f	adapter1_f	single_adapter1	09e18b16-0c1e-4a07-99d6-9d8818f054c3_0
89	34	123	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0a2b7a29-8cf0-445e-9c6c-5098af49334b_0
225	42	267	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0a71c780-1e57-42dc-84b6-1c9498f634d5_0
181	30	211	False	True	-	adapter2_r	adapter2_f	single_adapter2	0a9432bb-4675-4e54-b093-078d79b0a9f4_0
497	35	532	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0a9c3907-339b-4bf5-9eb3-8cb5a5c1dfb5_0
367	34	401	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0ac9992a-018d-440e-aec8-0ade6bfa4e4f_0
119	35	154	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0bf450ec-521c-441c-9a95-720f0c6ed492_0
675	33	708	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0c07d3f6-baa6-4b3a-93fe-cf812a73c33b_0
96	30	126	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0c0a2287-a982-4c30-94fb-2fd39629c8b0_0
103	39	142	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0c33b727-0425-49c0-9b98-631a33e6fdd9_0
632	35	667	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0c706e02-a224-411f-a69c-e3fb7799dc49_0
810	11	821	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0cbcfb6e-e518-4024-ab4a-299decd6a45f_0
417	38	455	False	True	-	adapter2_r	adapter2_f	single_adapter2	0cd5c49d-1b9b-4a04-81aa-c4f2fc7a5914_0
1085	38	1123	False	True	-	adapter2_r	adapter2_f	single_adapter2	0d2070f2-8b7d-4375-9253-92bc1f4084ce_0
131	41	172	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0d3496c7-81c6-40f6-9e9d-37d1512145b1_0
641	38	679	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0d4a637f-9db8-4845-a857-408821c2aa56_0
534	18	552	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0d8bb967-7902-4655-8f97-a5d7eb5891cf_0
718	34	752	False	True	-	adapter2_r	adapter2_f	single_adapter2	0e09f3ba-34ea-4fec-8861-88d3a5585297_0
1049	40	1089	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0e0d350e-d98d-4960-9166-326e947ff8e7_0
1471	36	1507	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0e130931-b5f5-4e1d-b0e8-361ba17b9730_0
108	0	107	False	False	*	*	*	no_adapters	0e3bfa46-c881-4ab5-8991-022926e0a13a_0
300	36	336	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0ecf86c7-8f72-4b08-899a-219371b34def_0
156	26	182	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0f1a466d-15f9-436b-893a-792c54b6e2be_0
629	36	665	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0f2b0293-6ffc-47c0-a570-604960cf0ae8_0
753	771	1524	True	True	-	adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0f40065e-5e03-4e01-b494-42b36b7af944_0
164	32	196	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0f906a3a-c300-4f63-b08d-4effeefed466_0
97	34	131	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	0f94e808-c1e2-4d41-939a-cf1242cad877_0
750	37	787	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	0fbce7aa-4445-4d2d-9f59-1333f3be8b19_0
593	36	629	True	True	+	adapter1_f-adapter2_f-adapter2_r	adapter1_f-adapter2_f	full_len	0ff45b57-f8f9-4270-9e84-22d827c8879c_0
117	33	150	False	True	-	adapter2_r	adapter2_f	single_adapter2	0ff6181d-08d1-4d6f-8e91-3adfe4692af0_0
59	33	92	False	True	-	adapter2_r	adapter2_f	single_adapter2	0ff9b635-aa94-4328-9fe5-8a9b25e69e19_0
307	33	340	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	105aba50-f011-4516-952c-642ceaac5257_0
613	37	650	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	10be4f92-8259-4054-9ab5-792677c06ae3_0
397	32	429	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	1217eef7-2df3-48ac-bc39-c40b8fbb1f25_0
787	36	823	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	12464c97-e706-490d-9f25-f77ad4724618_0
160	38	198	False	True	-	adapter2_r	adapter2_f	single_adapter2	124e00b3-ceba-473c-a627-407865c457cf_0
304	58	362	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	124fe145-84ce-4833-ab27-cb173921faf1_0
540	35	575	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	127d700e-49dd-4287-aced-d0f4cbc67dc3_0
720	33	753	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	127f989e-9c69-48f6-b25c-2f616d8f940c_0
97	33	130	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	129a7e85-5b8c-4234-9bb9-ae9223fe07cc_0
1187	1	1188	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	13592942-f850-4b4e-b879-bd6b7d2b9efc_0
115	34	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1359a20a-525d-49a7-afd4-da0a7ee94fc1_0
846	69	915	False	True	-	adapter2_r	adapter2_f	single_adapter2	13e2fb2c-ed8b-46be-a511-0caddb5c27c6_0
333	34	367	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	13f1e2eb-2226-4d79-9688-459f28b04bac_0
603	32	635	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1455aced-26f4-4f8a-85b5-2c74fbe393f7_0
430	42	472	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	149ead66-804d-440c-af35-7d24869fd055_0
584	36	620	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	14ed2aee-3307-43c6-83e6-3ee03d323050_0
373	25	398	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	15098d6d-b1ef-4ea3-b7bc-49622b50dd7e_0
394	35	429	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	15bfe86a-5acc-420b-a7ac-bdd9daee0024_0
86	35	121	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	15cd15db-ab03-4dd4-be79-8b1ef6a178eb_0
179	33	212	False	True	-	adapter2_r	adapter2_f	single_adapter2	15ddf1ec-1c32-48ae-9adc-35cab64af697_0
111	34	145	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	166c1448-9ccd-4194-ac87-c793c2c8ba90_0
284	5	289	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1684baab-975c-453d-a264-518007dc23a5_0
602	37	639	False	True	-	adapter2_r	adapter2_f	single_adapter2	16d5e18a-7867-4d52-8212-f6c144d9200f_0
114	31	145	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	17863102-e334-4b28-a268-ffe8158b8acc_0
110	36	146	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1788f27e-57cc-4863-a5da-95bee174f1c2_0
137	30	167	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	17eda643-a4a7-40a3-b873-bba253897533_0
470	0	470	False	True	+	adapter2_f	adapter2_f	single_adapter2	18556009-bdea-4b42-abf8-2219f285a5b1_0
86	34	120	False	True	+	adapter1_f	adapter1_f	single_adapter1	188af33f-fd18-43ff-8ce2-c6412330a14b_0
120	33	153	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	18c7817a-9a34-4ae6-9516-cc069c7851b8_0
520	40	560	False	True	-	adapter2_r	adapter2_f	single_adapter2	18df94f3-7fe8-449d-ba2d-eb681e9e8afd_0
157	38	195	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	18e9e039-29fd-4037-962a-f0c71c954583_0
90	31	121	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	192497f6-449a-46a8-b9bf-26db7cdc4290_0
117	40	157	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	193ce34f-50ed-4cd0-8486-68ef038e158f_0
258	37	295	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	193d97a6-438d-4337-9bf7-e7c251b510a4_0
881	36	917	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	195306ca-b0a9-4442-a8b4-2e9ba19b52b0_0
113	33	146	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	198ec2f8-6a13-4c45-a08c-5ea0372ffbd7_0
490	6	496	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	199c3260-5a89-4a05-be2b-4e43c63c28da_0
1188	44	1232	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	19a42688-eaf8-4974-8373-27ad01be11c4_0
314	31	345	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	19c2b370-a155-4b68-89d3-a5c370673454_0
161	33	194	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	19c3ec84-67e1-4f5d-b573-fdfdd94728e4_0
381	34	415	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	19d3b9fb-8c54-4159-9281-aa7203be0228_0
142	33	175	False	True	-	adapter2_r	adapter2_f	single_adapter2	19f10d7d-1453-466f-bd50-3600e2a5977f_0
58	38	96	False	True	-	adapter2_r	adapter2_f	single_adapter2	1a230e53-666e-48da-ade0-50c1ed9faae9_0
730	30	760	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	1a2bd0cc-00c1-4fec-b21c-ceb53379c456_0
212	28	240	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1a3b3377-aeb6-4bee-9090-f34b6a3edf65_0
107	38	145	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1a5aa23b-cde4-482a-a595-0b08e6ad6b22_0
658	1	659	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1b8eedc3-c521-4e1a-8301-280c2531f86f_0
617	34	651	True	True	+	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1bd890f7-6825-4ea5-ae69-1bad5f7cb7b3_0
615	685	1300	True	True	-	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1bd890f7-6825-4ea5-ae69-1bad5f7cb7b3_1
979	0	978	False	False	*	*	*	no_adapters	1bdc75e9-5d15-446c-a0f8-05a3a58a8ce2_0
489	32	521	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1c47b0de-d560-4c11-a68a-64636f4df1b8_0
629	32	661	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	1c78abf0-cca8-4914-b57f-53a15238240e_0
172	28	200	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1cf8073f-53af-441d-a6b5-9e3c3859287d_0
160	38	198	False	True	-	adapter2_r	adapter2_f	single_adapter2	1d214d8a-0045-40b9-9e09-a2f2593318ce_0
624	35	659	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	1d2359e6-5caa-4a0c-a9e0-0896a8e36d8d_0
406	30	436	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1d242656-ae1e-4080-94a1-a8acf5643676_0
1151	46	1197	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1d51aec4-433c-4f74-a547-f47b03f3f0a1_0
359	35	394	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1d5bdac4-3f49-426a-851b-46cccce53679_0
348	32	380	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	1d5ef9bf-982b-4086-b33b-ee60ed9b4d4f_0
281	32	313	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1d828fbb-b297-4adb-8394-84b235da375e_0
625	35	660	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1da15bb2-5431-4891-b0f6-69ce4e1fab8f_0
386	35	421	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1db7dfff-4fbd-48cd-ade5-509d965a1ca2_0
688	34	722	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1dcc083d-f997-4ebe-9b1b-f4f91f2344fa_0
474	38	512	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	1df2ba73-e024-4f44-ba1f-a508d6eaccca_0
976	38	1014	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1e30e746-c33d-45f5-88bf-f68d15b428e9_0
375	39	414	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1e5c4715-605c-470b-93d3-c2909da0a6f4_0
105	29	134	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1e78fd41-79a3-428b-85bb-f45b14948cfd_0
423	30	453	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	1f0894aa-edd9-44b6-b815-05a68fa90f4d_0
672	15	687	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	1f7cc293-07a6-451a-ba76-1388d7f22804_0
94	32	126	True	True	-	adapter1_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	20a8600f-014d-4aed-96a5-ad66f256521f_0
1361	39	1400	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	20a9f3ce-ca2f-4f7a-900f-c4a298ff6c32_0
83	11	94	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	20ad7f3a-c70c-499f-8ff5-fa4d6dd8e833_0
457	36	493	False	True	+	adapter1_f	adapter1_f	single_adapter1	20bf0dcf-4754-4ba5-b034-46554e369fa0_0
127	35	162	True	True	+	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	210a39b8-acb8-47b1-afbe-bef8d66be36b_0
118	196	314	True	True	-	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	210a39b8-acb8-47b1-afbe-bef8d66be36b_1
140	37	177	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	219dfb84-7d1e-463d-9eb7-82e1f9d4c621_0
115	34	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	226371be-5b7e-4205-b0ab-7ec69e35059b_0
78	39	117	False	True	-	adapter2_r	adapter2_f	single_adapter2	2288a885-1aa7-47b1-a3ad-d7653961d6c4_0
589	35	624	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	229a064f-782c-421f-882e-0dfc4f688c28_0
645	34	679	False	True	-	adapter2_r	adapter2_f	single_adapter2	22cfa32a-fb48-48cd-ba2a-0111da621259_0
110	36	146	True	True	-	adapter2_r-adapter1_r-adapter1_f	adapter1_f-adapter2_f	full_len	2409e800-b7cf-44fe-8448-eb1ca2f68f5b_0
102	64	166	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	241289d6-b9b9-48ec-9049-32beb2d785d6_0
473	43	516	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	24488093-9cf5-43c6-8f03-bfb3337d7128_0
106	35	141	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	25489540-ea09-49bc-b90a-13357e43be65_0
336	36	372	False	True	-	adapter2_r	adapter2_f	single_adapter2	257cf380-fa24-4941-a2e8-1cd06878d9c5_0
1516	31	1547	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	2599ba6e-7538-4b6c-bbe7-67296cde1ac5_0
377	38	415	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	25e8a152-08c8-430f-a27a-5fbe30867ee4_0
90	66	156	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	25fc8d2a-2758-4de6-8d79-55ca9f534312_0
196	34	230	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	263a3924-a9e1-4e74-ae4f-c22696085305_0
139	40	179	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	26626173-514d-42b8-baf1-ef293088bd67_0
612	0	612	False	True	+	adapter2_f	adapter2_f	single_adapter2	266a92e3-37f4-42ae-ab11-acec8dbe28f1_0
109	40	149	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	26784dd3-7411-4222-bb95-96196ce68572_0
791	39	830	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	26dc2b76-a67c-44e4-99f6-2b523687c08d_0
521	31	552	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	26eb9fac-360f-44b9-a8f8-a75439e84b29_0
632	37	669	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	272566ec-22e1-447d-abf2-4abf0c208511_0
102	26	128	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	275c4366-1da3-47b1-8d4b-1f22ffac8d10_0
223	39	262	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	27f0bc31-2b48-4fb6-98f0-41a6808f5fb9_0
95	40	135	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	280d006d-4a2a-43af-99d5-5042f25b584c_0
198	36	234	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2860f32a-8569-4e97-b25e-4dc80bdc3268_0
284	37	321	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	2863ea9c-b4d1-413d-93b0-6ed67a114e0c_0
598	0	598	False	True	+	adapter2_f	adapter2_f	single_adapter2	287d3078-294f-4879-b5df-26a74c3fdf3b_0
131	39	170	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2a1b4214-0095-427b-b12e-1b74968a8baa_0
239	32	271	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2a37126d-1ce2-463f-aa23-41e0bc535a55_0
581	28	609	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2ae33a0e-879f-40d0-9e6a-9e2cced65309_0
625	36	661	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2bb3e90a-7d7f-4d62-a789-0a47d886b7ab_0
177	8	185	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2bccbedc-578c-4035-80ed-c1cf5c737944_0
829	38	867	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2bd92ff3-c797-48f1-a95f-fbb7535dd0ea_0
766	34	800	False	True	+	adapter1_f	adapter1_f	single_adapter1	2bedd27a-635e-41f1-8781-6210ac2cdf6e_0
273	38	311	False	True	-	adapter2_r	adapter2_f	single_adapter2	2cb527f7-13f8-461b-8c37-3aa9b4c25070_0
89	70	159	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2ccca0cb-ea76-4926-9389-b6e4cdb06aa9_0
958	31	989	True	True	+	adapter1_f-adapter2_f-adapter2_r	adapter1_f-adapter2_f	full_len	2ceed0c5-7469-4413-bf0b-55034941c30d_0
64	34	98	False	True	-	adapter2_r	adapter2_f	single_adapter2	2d0d5182-e35a-484f-891f-da1cc28395f0_0
109	35	144	True	True	-	adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2d3dbaf5-69ff-482e-9178-f824ef0c15ea_0
879	38	917	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2d42d37f-fa1c-43fa-ac00-8750c0990d82_0
710	38	748	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2dbff127-ab08-4c21-873a-54f0594dbe46_0
102	34	136	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2dfb4848-eece-42f0-8bbb-0b4a515bf71a_0
952	40	992	True	True	+	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2dfb4f89-4d37-4d61-a7f4-e5d12106d38a_0
957	1027	1984	True	True	-	adapter1_f-adapter2_f-adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2dfb4f89-4d37-4d61-a7f4-e5d12106d38a_1
95	35	130	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2e068f43-30de-415d-a5dc-758d61d22434_0
92	41	133	True	True	-	adapter2_r-adapter1_r	adapter1_f-adapter2_f	full_len	2e4d8a9a-fa25-4dc5-9152-881a64c71271_0
436	39	475	True	True	+	adapter1_f-adapter2_f	adapter1_f-adapter2_f	full_len	2e7bde60-ca51-4a9c-bd39-d1111e1e5d22_0
